Acceleration_x,Acceleration_y,Acceleration_z,roll,pitch,yaw
-0.00443935,-0.0160337,-0.999748,0.0131354,-0.00442067,-1.50387
-0.00443162,-0.0166594,-0.996791,0.013175,-0.00449181,-1.50386
-0.00421668,-0.0169028,-0.994268,0.013175,-0.00449181,-1.50386
-0.00429557,-0.0163788,-0.99275,0.013175,-0.00449181,-1.50386
-0.00458158,-0.0163066,-0.992899,0.013175,-0.00449181,-1.50386
-0.00417315,-0.0167427,-0.994711,0.013175,-0.00449181,-1.50386
-0.00303967,-0.0163613,-0.997309,0.0131414,-0.00444862,-1.50386
-0.00236241,-0.0165296,-1.00027,0.0131414,-0.00444862,-1.50386
-0.00208187,-0.0164421,-1.0022,0.0131414,-0.00444862,-1.50386
-0.00179206,-0.0156619,-1.00221,0.0131414,-0.00444862,-1.50386
-0.00222297,-0.0151266,-1.0014,0.0131414,-0.00444862,-1.50386
-0.00277144,-0.0150522,-0.999574,0.0131703,-0.00452763,-1.50382
-0.00315719,-0.0150257,-0.997669,0.0131703,-0.00452763,-1.50382
-0.00376903,-0.0150851,-0.995654,0.0131703,-0.00452763,-1.50382
-0.00451078,-0.0150087,-0.994234,0.0131703,-0.00452763,-1.50382
-0.00454876,-0.0145805,-0.99371,0.0131703,-0.00452763,-1.50382
-0.00479287,-0.0149206,-0.995171,0.0131338,-0.00449443,-1.50386
-0.00496702,-0.0151918,-0.996887,0.0131338,-0.00449443,-1.50386
-0.00449632,-0.0155764,-0.998888,0.0131338,-0.00449443,-1.50386
-0.00392179,-0.0152618,-1.00028,0.0131338,-0.00449443,-1.50386
-0.00385542,-0.0148621,-1.00094,0.0131338,-0.00449443,-1.50386
-0.00359283,-0.0148065,-1.00133,0.0131701,-0.00452363,-1.50389
-0.0034705,-0.0150077,-1.00067,0.0131701,-0.00452363,-1.50389
-0.00396319,-0.0152476,-0.999281,0.0131701,-0.00452363,-1.50389
-0.00451998,-0.0152885,-0.997381,0.0131701,-0.00452363,-1.50389
-0.00456519,-0.0150198,-0.995653,0.0131701,-0.00452363,-1.50389
-0.00460473,-0.0152371,-0.994415,0.0131239,-0.00451456,-1.50386
-0.00466672,-0.0156208,-0.994549,0.0131239,-0.00451456,-1.50386
-0.00464931,-0.0162217,-0.995813,0.0131239,-0.00451456,-1.50386
-0.00481474,-0.0160959,-0.997146,0.0131239,-0.00451456,-1.50386
-0.00433897,-0.0164178,-0.998843,0.0131239,-0.00451456,-1.50386
-0.0036301,-0.016198,-1.00044,0.0130919,-0.00451823,-1.50384
-0.00332235,-0.0159013,-1.00117,0.0130919,-0.00451823,-1.50384
-0.00306774,-0.0156976,-1.00163,0.0130919,-0.00451823,-1.50384
-0.00331661,-0.0156994,-1.00089,0.0130919,-0.00451823,-1.50384
-0.00352009,-0.0154543,-0.999416,0.0130919,-0.00451823,-1.50384
-0.00386635,-0.0158406,-0.997943,0.0131195,-0.00456297,-1.50383
-0.00392573,-0.016179,-0.996887,0.0131195,-0.00456297,-1.50383
-0.00407372,-0.0161929,-0.996464,0.0131195,-0.00456297,-1.50383
-0.00384405,-0.0166411,-0.99718,0.0131195,-0.00456297,-1.50383
-0.00325986,-0.0176378,-0.99837,0.0131195,-0.00456297,-1.50383
-0.00290979,-0.018169,-0.99968,0.0131481,-0.00454025,-1.50384
-0.0024343,-0.0178078,-1.00012,0.0131481,-0.00454025,-1.50384
-0.00206984,-0.0174633,-0.999805,0.0131481,-0.00454025,-1.50384
-0.00194259,-0.017175,-0.999057,0.0131481,-0.00454025,-1.50384
-0.00227246,-0.0171501,-0.997802,0.0131481,-0.00454025,-1.50384
-0.00274085,-0.0172224,-0.995929,0.0131534,-0.00455155,-1.50385
-0.00326772,-0.0164805,-0.994604,0.0131534,-0.00455155,-1.50385
-0.00359339,-0.0157738,-0.994442,0.0131534,-0.00455155,-1.50385
-0.00371372,-0.0156066,-0.994954,0.0131534,-0.00455155,-1.50385
-0.00386209,-0.016049,-0.997559,0.0131534,-0.00455155,-1.50385
-0.00398497,-0.0162778,-1.00022,0.0131081,-0.00452965,-1.50384
-0.00384524,-0.0160833,-1.00235,0.0131081,-0.00452965,-1.50384
-0.00316843,-0.0163659,-1.00368,0.0131081,-0.00452965,-1.50384
-0.00302603,-0.016189,-1.00402,0.0131081,-0.00452965,-1.50384
-0.00329239,-0.0162748,-1.00225,0.0131081,-0.00452965,-1.50384
-0.00400004,-0.0165609,-1.00054,0.0131435,-0.00459179,-1.50382
-0.00441506,-0.0167014,-0.998352,0.0131435,-0.00459179,-1.50382
-0.00416507,-0.0166362,-0.996369,0.0131435,-0.00459179,-1.50382
-0.00408945,-0.0166588,-0.995641,0.0131435,-0.00459179,-1.50382
