Acceleration_x,Acceleration_y,Acceleration_z,roll,pitch,yaw
-0.000707587,-0.0151937,-1.00038,0.0116345,-0.000906091,-1.47235
-0.00124924,-0.0151688,-1.00019,0.011624,-0.000934979,-1.47235
-0.00157329,-0.0157646,-0.999853,0.011624,-0.000934979,-1.47235
-0.00180339,-0.0156826,-0.998453,0.011624,-0.000934979,-1.47235
-0.00196752,-0.0152091,-0.997696,0.011624,-0.000934979,-1.47235
-0.00190322,-0.0151173,-0.997803,0.011624,-0.000934979,-1.47235
-0.00172334,-0.0149549,-0.998331,0.0116373,-0.000932564,-1.47238
-0.00144675,-0.0148233,-0.998934,0.0116373,-0.000932564,-1.47238
-0.00116303,-0.0147707,-0.998997,0.0116373,-0.000932564,-1.47238
-0.000814836,-0.0145195,-0.999207,0.0116373,-0.000932564,-1.47238
-0.000481584,-0.0138063,-0.998992,0.0116373,-0.000932564,-1.47238
-0.000470529,-0.0137917,-0.998804,0.0117025,-0.000987255,-1.47239
-0.000461999,-0.0139614,-0.998157,0.0117025,-0.000987255,-1.47239
-0.000592452,-0.0141238,-0.997573,0.0117025,-0.000987255,-1.47239
-0.00116347,-0.0136268,-0.99634,0.0117025,-0.000987255,-1.47239
-0.00136829,-0.0128687,-0.996304,0.0117025,-0.000987255,-1.47239
-0.00136371,-0.0125457,-0.996694,0.011642,-0.00103964,-1.47236
-0.000924771,-0.0122975,-0.997325,0.011642,-0.00103964,-1.47236
-0.00089908,-0.0125257,-0.998223,0.011642,-0.00103964,-1.47236
-0.000558985,-0.0122804,-0.9995,0.011642,-0.00103964,-1.47236
-0.000767845,-0.0117204,-1.00014,0.011642,-0.00103964,-1.47236
-0.00102209,-0.0115983,-1.00035,0.0115852,-0.00106791,-1.47235
-0.000735595,-0.0117363,-1.00014,0.0115852,-0.00106791,-1.47235
-0.00050395,-0.0117499,-0.999331,0.0115852,-0.00106791,-1.47235
-0.000888294,-0.0116725,-0.99846,0.0115852,-0.00106791,-1.47235
-0.00163547,-0.0118257,-0.997821,0.0115852,-0.00106791,-1.47235
-0.00207027,-0.0118881,-0.996976,0.0115685,-0.00104386,-1.47238
-0.00196545,-0.0118011,-0.996542,0.0115685,-0.00104386,-1.47238
-0.00188619,-0.0118073,-0.996651,0.0115685,-0.00104386,-1.47238
-0.00157555,-0.0118821,-0.997044,0.0115685,-0.00104386,-1.47238
-0.0017627,-0.0121742,-0.997469,0.0115685,-0.00104386,-1.47238
-0.00172404,-0.0122661,-0.998079,0.0115105,-0.00103526,-1.47238
-0.00148812,-0.0126119,-0.998433,0.0115105,-0.00103526,-1.47238
-0.000904203,-0.0128624,-0.998933,0.0115105,-0.00103526,-1.47238
-0.00116382,-0.0129035,-0.998352,0.0115105,-0.00103526,-1.47238
-0.00106311,-0.0133979,-0.997876,0.0115105,-0.00103526,-1.47238
-0.0014611,-0.0137475,-0.997699,0.011492,-0.00101651,-1.47246
-0.00163016,-0.0141149,-0.997962,0.011492,-0.00101651,-1.47246
-0.00193443,-0.0144064,-0.998575,0.011492,-0.00101651,-1.47246
-0.00166943,-0.0149223,-0.999095,0.011492,-0.00101651,-1.47246
-0.00146409,-0.0146863,-0.999581,0.011492,-0.00101651,-1.47246
-0.000973272,-0.0151326,-1.00025,0.0114507,-0.000995211,-1.47249
-0.000756744,-0.0154735,-1.00025,0.0114507,-0.000995211,-1.47249
-0.000723145,-0.0155858,-0.999615,0.0114507,-0.000995211,-1.47249
-0.000359497,-0.0150953,-0.998353,0.0114507,-0.000995211,-1.47249
