Acceleration_x,Acceleration_y,Acceleration_z,roll,pitch,yaw
-0.00111912,-0.0140193,-0.999325,0.0113487,-0.00215305,-1.4723
-0.000907243,-0.0145986,-1.00008,0.0113734,-0.00221364,-1.4723
-0.000875671,-0.0143892,-0.999703,0.0113734,-0.00221364,-1.4723
-0.00125749,-0.0143384,-0.998653,0.0113734,-0.00221364,-1.4723
-0.00163639,-0.0145467,-0.997818,0.0113734,-0.00221364,-1.4723
-0.00191904,-0.0149207,-0.997528,0.0113734,-0.00221364,-1.4723
-0.00186685,-0.0144871,-0.997499,0.0113884,-0.00226134,-1.47228
-0.00166197,-0.0142557,-0.99751,0.0113884,-0.00226134,-1.47228
-0.0013428,-0.0137275,-0.997601,0.0113884,-0.00226134,-1.47228
-0.00165039,-0.013365,-0.998248,0.0113884,-0.00226134,-1.47228
-0.00187975,-0.0129661,-0.999092,0.0113884,-0.00226134,-1.47228
-0.00193431,-0.012396,-0.999766,0.0113025,-0.00223324,-1.47233
-0.00206554,-0.0116073,-1.00023,0.0113025,-0.00223324,-1.47233
-0.00273706,-0.0111538,-0.999703,0.0113025,-0.00223324,-1.47233
-0.0029015,-0.0110362,-0.999361,0.0113025,-0.00223324,-1.47233
-0.00289487,-0.0107826,-0.99848,0.0113025,-0.00223324,-1.47233
-0.00284196,-0.0106584,-0.997749,0.0113085,-0.002226,-1.4723
-0.0030136,-0.0107035,-0.996703,0.0113085,-0.002226,-1.4723
-0.0032757,-0.0106934,-0.996312,0.0113085,-0.002226,-1.4723
-0.0029598,-0.0111578,-0.996167,0.0113085,-0.002226,-1.4723
-0.00235122,-0.0115701,-0.996029,0.0113085,-0.002226,-1.4723
-0.00246617,-0.0118774,-0.99649,0.0112535,-0.00217375,-1.47232
-0.00259168,-0.0118384,-0.997283,0.0112535,-0.00217375,-1.47232
-0.00212791,-0.0118804,-0.998303,0.0112535,-0.00217375,-1.47232
-0.0016813,-0.0124874,-1.00018,0.0112535,-0.00217375,-1.47232
-0.00162124,-0.0126538,-1.00148,0.0112535,-0.00217375,-1.47232
-0.00145254,-0.0133411,-1.0013,0.0112517,-0.00218491,-1.47234
-0.00121699,-0.0137984,-1.00109,0.0112517,-0.00218491,-1.47234
-0.00122486,-0.0133324,-1.00023,0.0112517,-0.00218491,-1.47234
-0.000675765,-0.0131075,-0.998412,0.0112517,-0.00218491,-1.47234
-0.000692684,-0.0133147,-0.997289,0.0112517,-0.00218491,-1.47234
